title,address,date,description,price,phone,link
2 bedroom flat for sale,"Great Western Road, 96 Whittingehame Court, Kelvinside, Glasgow, G12 0BH",19/03/2020,"HD Video Available. Sitting just off of Great Western Road this spacious, two bedroom apartment is situated on the third floor and offers great views, a fantastic living space and requires a degree of upgrading and modernisation throughout.Whittingehame Court is a development of three s...","£150,000",0141 392 0187,https://www.rightmove.co.uk//property-for-sale/property-69205206.html
2 bedroom flat for sale,"Silvergrove Street, Glasgow",19/03/2020,"This Modern Upper Floor Flat Is The Ideal Property For First Time Buyers And Working Professionals Alike, Situated In An Excellent Location Close To All Local Amenities And Leisure Outlets. The property is in good order internally have recently been refreshed, and benefits from private parking a...","£85,000",0141 392 0074,https://www.rightmove.co.uk//property-for-sale/property-69204948.html
3 bedroom semi-detached house for sale,"58 Drumby Crescent, Clarkston, Glasgow, G76",19/03/2020,"***VIRTUAL VIDEO TOUR AVAILABLE*** A well presented John Lawrence semi-detached villa providing excellent family accommodation & located just a short walking distance from Williamwood Train Station, local shops, highly acclaimed schooling and also Clarkston itself. In terms ...","£275,000",0141 392 0062,https://www.rightmove.co.uk//property-for-sale/property-78300826.html
4 bedroom detached house for sale,"Primrose Avenue, Newton Mearns, Glasgow, G77",19/03/2020,A modern detached house set within landscaped garden grounds.,"£325,000",0141 392 0093,https://www.rightmove.co.uk//property-for-sale/property-69204720.html
1 bedroom flat for sale,"Riverton Court, 180 Riverford Road, Glasgow, Lanarkshire, G43",19/03/2020,"Well presented retirement flat situated within a much admired Southside development. The property is found in true walk-in condition and offers many modern features with accommodation comprising welcoming reception hallway with large walk-in storage cupboard off, beautifully presented lounge, we...","£105,000",0141 392 0071,https://www.rightmove.co.uk//property-for-sale/property-69147333.html
1 bedroom terraced house for sale,"Queensby Place, Baillieston, Glasgow, G69",19/03/2020,"This modern one bedroom terraced villa enjoys a much admired setting within a popular residential pocket in Springhill, Baillieston. This property offers a fantastic opportunity for those seeking a starter home and has a number of appealing features including the fresh & neutral decor......","£97,000",0141 392 0250,https://www.rightmove.co.uk//property-for-sale/property-90597524.html
4 bedroom detached house for sale,"Seyton Avenue, Giffnock, Glasgow, G46",19/03/2020,A striking blonde sandstone detached house within one of Giffnocks most sought after locations.,"£785,000",0141 392 0093,https://www.rightmove.co.uk//property-for-sale/property-69204291.html
3 bedroom apartment for sale,"Great Western Road, Kelvinside, Glasgow",19/03/2020,"A SPACIOUS, THREE BEDROOM UPPER DUPLEX WITH REALLY LOVELY VIEWS FROM THE LOUNGE AND DINING KITCHEN ONTO BINGHAM’S POND. This is a truly stunning, immaculately presented and comfortably proportioned upper duplex apartment contained within an attractive blonde sandstone building. ...","£459,000",0141 392 0201,https://www.rightmove.co.uk//property-for-sale/property-78292222.html
3 bedroom terraced house for sale,"Pitcaple Drive, Glasgow, Lanarkshire, G43",19/03/2020,"A fine example of a beautifully appointed mid terrace villa offering accommodation in walk-in condition. The subjects which are formed over two levels comprise of welcoming reception hallway, impressive lounge with feature fire surround offering outlook to front and access a separate m...","£135,000",0141 392 0101,https://www.rightmove.co.uk//property-for-sale/property-78299917.html
3 bedroom semi-detached house for sale,"Muirside Avenue, Kirkintilloch, Glasgow, East Dunbartonshire, G66",19/03/2020,A fully upgraded and modernised semi-detached villa enjoying a level plot not overlooked to the rear garden and situated in a popular residential area close to Kirkintilloch High School as well as being within easy reach of the town centre. With a spacious conservatory added to the re...,"£170,000",0141 392 0079,https://www.rightmove.co.uk//property-for-sale/property-90634763.html
2 bedroom flat for sale,"Sandbank Street, Maryhill, Glasgow, G20 0PQ",19/03/2020,"HD Video Available. A bright south facing two bedroom first floor main door conversion, with private garden offering bright versatile accommodation with a floored attic space which is currently being used as an additional bedroom.This lovely flat is a short distance from the city centre...","£109,000",0141 392 0187,https://www.rightmove.co.uk//property-for-sale/property-69202914.html
2 bedroom flat for sale,"London Drive, Glasgow",19/03/2020,"VIRTUAL VIEWING AVAILABLE - This beautiful modern two bedroom ground floor flat is presented to the market in show-home condition and features include two double bedrooms with master en-suite, open plan living room with feature fireplace, fantastic storage, security entry system and private parking.","£120,000",0161 468 1430,https://www.rightmove.co.uk//property-for-sale/property-79853995.html
4 bedroom detached house for sale,"Dunlin, Anniesland, Glasgow, G12 0FE",19/03/2020,"HD Video Available. Located upon a desirable plot and enjoying an enviable location in Westerlands Park, this impressive four bedroom detached villa offers well-appointed, versatile accommodation, integral garage and private garden.Westerland's Park is positioned just off Great Western ...","£295,000",0141 392 0187,https://www.rightmove.co.uk//property-for-sale/property-69202338.html
2 bedroom flat for sale,"Homeblair House, Glasgow, G46 6AL",19/03/2020,"A TWO BEDROOM RETIREMENT APARTMENT SITUATED ON THE FIRST FLOOR This development was built by McCarthy and Stone and comprises 35 self-contained apartments on three floors, served by lift. It is purpose built for retirement living and each apartment has good security arrangements with an entry...","£99,000",03333 214060,https://www.rightmove.co.uk//property-for-sale/property-64847058.html
4 bedroom detached house for sale,"Oakridge Road, Bargeddie, Baillieston, Glasgow, G69",19/03/2020,"A well maintained Modern ""Melrose"" style Detached Villa built by Stewart Milne Homes offering superb family accommodation throughout. At the front is a large driveway which leads to the double garage. The more substantial rear garden consists of an improved timber decking are...","£260,000",0141 392 0075,https://www.rightmove.co.uk//property-for-sale/property-78298195.html
2 bedroom apartment for sale,"Wylie, Calderwood, EAST KILBRIDE",19/03/2020,"* Home Report Available Online * Beautifully Presented & Spacious Two Bedroom, Elevated Ground Floor Apartment * Walk In Condition With Fresh Neutral Tones, EH & DG Throughout * Spacious Lounge & Dining Room With Sun Balcony, Two Double Bedrooms * Modern Fitted K (cont.)","£72,000",01352 385051,https://www.rightmove.co.uk//property-for-sale/property-90629147.html
3 bedroom end of terrace house for sale,"Mull, St Leonards",19/03/2020,"Well presented bright & spacious three bedroom end terrace in highly sought after locale for schooling, commuting links & all amenities.","£125,000",01355 516022,https://www.rightmove.co.uk//property-for-sale/property-90628904.html
3 bedroom semi-detached house for sale,"Colintraive Avenue, Glasgow, G33",19/03/2020,"A desired semi detached villa situated within a sought after address of Hogganfield, Glasgow's East End. The subjects are in a neutral & enjoys great size living accommodation formed over 2 levels. Early viewing comes highly advised to avoid disappointment. A Pvc door opens to a vestibule a furt...","£150,000",0121 396 0877,https://www.rightmove.co.uk//property-for-sale/property-90627752.html
4 bedroom detached house for sale,"Mavor Avenue,
East Kilbride,
Glasgow,
G74",25/01/2020,"The open-plan layout of this spacious home makes it ideal for socialising. A light and airy kitchen/dining room with sitting area, French doors to the back garden and separate utility room is a truly impressive space. A generously sized lounge offers plenty of space to relax for all the family. U...","£271,995",0141 392 0037,https://www.rightmove.co.uk//property-for-sale/property-90549317.html
3 bedroom semi-detached house for sale,"Malletsheugh Road,
Newton Mearns,
Glasgow,
G77",19/03/2020,"The Kingenie is an impressive family home, providing plenty of space for modern living. The kitchen offers room for a breakfast area while the large, bright lounge provides a dining space and leads to the back garden via French doors.
Upstairs you'll find three double bedrooms, the master with e...",Coming Soon,0141 392 0346,https://www.rightmove.co.uk//property-for-sale/property-91057562.html
3 bedroom semi-detached house for sale,"Malletsheugh Road,
Newton Mearns,
Glasgow,
G77",19/03/2020,"The Kingenie is the ideal family home, providing plenty of space and flexible modern living.
Step through the front door and the hall leads to a spacious lounge and dining area with French doors leading to the rear garden. To the left, you'll find the kitchen with breakfast area. As you lead ups...",Coming Soon,0141 392 0346,https://www.rightmove.co.uk//property-for-sale/property-91057565.html
3 bedroom flat for sale,"Montgomery Street, Eaglesham, East Renfrewshire, G76",19/03/2020,This upper duplex cottage period home is set within the heart of the conservation village with open views overlooking the village green and offers the best of both worlds for those seeking a rural lifestyle with easy access to City amenities. The property is a two storey character cottage a...,"£175,000",0141 392 0077,https://www.rightmove.co.uk//property-for-sale/property-69201129.html
2 bedroom terraced house for sale,"Kearn Avenue, Blairdardie, Glasgow, G15 6HQ",19/03/2020,"HD Video Available. A fantastic opportunity to purchase a spacious 2 bedroom mid-terraced villa which has been well loved and looked after over the years and will be sure to appeal to young couples wishing to buy their first home.The home for sale enjoys a convenient setting, close to t...","£99,000",0141 392 0187,https://www.rightmove.co.uk//property-for-sale/property-69200406.html
